1306_at,1481_at,1736_at,1898_at,291_s_at,31623_f_at,31740_s_at,31901_at,32249_at,32252_at,32502_at,32566_at,32818_at,32905_s_at,33413_at,33452_at,34454_r_at,34771_at,35280_at,35740_at,36197_at,36203_at,36284_at,36591_at,36622_at,36834_at,37222_at,37467_at,37478_at,38013_at,38028_at,388_at,38957_at,38997_at,39066_at,39157_at,39473_r_at,39704_s_at,39870_at,40445_at,41164_at,41165_g_at,41764_at,41771_g_at,614_at,label
279.3,210.1,10.0,23.4,903.1,370.8,107.0,32.1,61.1,10.0,10.0,80.1,286.0,454.2,23.9,57.5,10.0,267.1,174.2,78.7,10.0,60.9,10.0,487.2,10.0,115.8,104.4,42.9,81.8,128.3,477.8,182.2,10.0,414.0,21.3,10.0,10.0,694.3,97.5,265.1,3785.5,2083.6,1542.2,229.3,10.0,0
236.0,153.2,10.0,55.9,912.2,379.5,61.5,75.2,110.6,10.0,10.0,10.0,636.8,303.2,16.1,51.0,10.0,175.1,153.9,13.6,203.7,165.4,10.0,261.3,325.0,93.5,98.7,10.0,44.8,99.4,245.7,164.3,52.4,199.0,10.0,10.0,10.0,1025.6,12.9,91.8,3172.5,1765.8,1788.6,232.4,10.0,0
291.3,58.4,168.0,28.7,368.5,10.0,187.5,18.9,103.6,28.0,76.8,33.4,10.0,609.6,1250.6,16.1,10.0,180.5,17.7,10.0,111.3,336.4,11.8,102.5,1402.2,12.5,10.0,328.7,19.5,519.4,541.7,160.1,26.3,391.7,10.0,40.9,10.0,184.0,11.9,211.9,1981.7,1255.7,656.7,833.3,11.9,0
44.2,50.9,10.0,257.0,348.9,1301.0,259.1,10.0,10.0,10.0,205.3,94.0,12.8,278.9,212.2,24.1,10.0,57.6,62.8,10.0,68.4,189.0,10.0,19.6,50.9,16.9,10.0,46.9,82.2,205.0,30.3,270.0,10.0,749.4,10.0,10.0,10.0,575.3,90.0,351.8,821.8,497.8,1193.8,378.1,61.7,0
381.6,422.4,27.1,255.2,274.2,325.2,10.0,40.4,62.4,10.0,254.2,305.1,58.5,151.4,10.0,91.5,10.0,185.2,132.7,115.1,10.0,128.4,10.0,170.8,10.0,54.7,90.8,37.6,25.8,13.6,10.0,45.3,11.9,305.3,10.0,162.6,10.0,1603.7,39.4,252.6,10.0,10.0,1451.0,106.2,71.7,0
482.9,17.3,10.0,58.2,342.0,10.0,120.1,42.0,294.7,29.7,70.0,112.1,20.8,63.7,306.8,19.7,10.0,110.4,10.0,10.0,268.9,851.7,10.0,152.5,38.7,10.0,214.3,177.9,16.2,158.8,567.2,171.4,18.4,57.9,10.0,42.2,10.0,540.4,117.7,125.9,1493.5,745.5,186.1,1691.8,23.6,0
244.8,20.1,10.0,60.7,536.5,128.6,72.6,118.8,136.4,10.0,141.0,75.7,174.9,1192.5,117.9,37.4,10.0,10.0,40.6,44.6,312.2,187.6,10.0,221.4,393.8,49.0,178.5,10.0,76.4,251.9,250.4,151.6,10.0,134.3,320.3,22.5,10.0,702.1,10.0,166.0,1843.4,940.6,1362.9,384.4,15.8,0
320.9,99.9,10.0,63.6,1128.7,239.5,167.5,43.3,38.5,10.0,160.0,38.2,69.4,613.8,124.1,42.5,10.0,160.9,12.3,10.0,28.2,261.3,10.0,79.2,75.9,17.2,54.3,269.3,116.1,52.8,283.0,10.0,24.7,336.7,114.4,10.0,10.0,1354.6,10.0,171.0,7095.1,4948.6,926.3,358.3,10.0,0
88.3,127.6,10.0,55.0,1218.6,318.7,61.4,10.0,33.3,13.6,167.6,72.5,175.1,325.3,206.5,32.1,10.0,64.6,11.5,10.0,21.3,194.9,10.0,122.5,10.0,33.4,41.8,168.9,26.2,50.3,315.2,214.1,61.3,329.8,10.0,10.0,10.0,1166.0,103.8,117.8,5247.2,3438.6,670.6,273.8,10.0,0
101.5,27.6,541.7,23.5,1137.2,193.1,135.9,119.9,131.8,10.0,10.0,10.0,133.8,2047.7,110.1,977.3,10.0,10.2,10.0,10.0,363.1,229.6,10.0,233.1,10.0,88.6,91.4,121.7,10.0,437.5,678.2,67.9,21.9,296.1,316.6,33.4,10.0,304.3,65.7,290.2,3562.9,2137.4,126.2,979.2,10.0,0
387.4,200.5,10.0,579.0,939.6,281.4,10.0,55.7,149.4,10.0,10.0,317.8,529.2,233.7,54.0,20.4,10.0,112.2,163.2,79.3,10.0,197.6,381.2,277.8,20.9,94.6,10.0,652.1,112.0,89.6,31.8,18.5,13.1,168.6,66.2,10.0,10.0,392.5,88.5,50.3,5840.0,3752.9,1082.3,231.7,10.0,0
499.5,129.4,10.0,164.8,811.1,461.5,10.0,10.0,47.4,10.0,234.9,290.1,242.3,10.0,284.5,42.0,10.0,10.0,76.3,23.6,10.0,138.7,70.8,282.4,312.8,10.0,79.4,76.7,94.3,135.0,18.1,48.4,83.8,584.5,10.0,10.0,10.0,809.8,56.6,71.9,82.4,14.3,159.4,507.6,10.0,0
338.1,18.3,10.4,38.7,1114.3,10.0,157.6,108.3,84.9,11.2,37.4,10.0,502.6,2873.6,105.2,49.5,10.0,150.8,48.7,10.0,149.8,61.3,10.0,229.1,10.0,10.0,297.1,10.0,89.7,45.4,438.7,168.0,36.6,429.0,10.0,10.0,10.0,321.0,109.8,188.0,5401.8,3438.8,892.3,258.8,10.0,0
10.0,38.4,91.3,94.1,633.3,11.2,113.6,27.8,69.6,10.0,215.6,67.6,506.5,421.0,13.6,10.8,10.0,93.7,29.3,14.7,163.4,77.3,10.0,253.7,62.1,47.6,127.7,218.4,79.3,229.6,407.7,201.7,18.0,473.9,31.9,66.8,10.0,337.9,10.0,257.0,807.2,481.3,954.9,605.2,10.0,0
232.3,285.7,10.0,494.8,187.1,361.0,10.0,64.0,53.8,16.7,241.5,144.6,111.8,544.6,79.1,20.6,10.0,126.8,179.2,125.7,46.8,420.3,10.0,439.0,10.0,10.0,105.1,137.2,82.2,51.0,24.5,74.7,18.6,611.2,16.6,10.0,10.0,1666.9,10.0,332.1,1909.4,1019.8,1163.5,170.3,270.1,0
227.1,47.0,10.0,57.1,897.9,10.0,142.5,10.0,36.3,33.4,10.0,191.2,899.0,316.5,10.0,38.1,10.0,157.9,10.0,10.0,93.3,52.4,10.0,244.2,594.8,45.8,351.6,10.0,92.2,511.5,458.4,165.5,122.7,403.6,10.0,405.7,10.0,284.7,10.0,300.7,1116.5,321.0,133.7,832.6,10.0,0
175.1,106.2,10.0,44.2,712.8,98.8,104.8,112.3,75.7,10.0,31.9,73.5,266.4,305.4,282.0,102.2,10.0,119.6,67.4,84.3,80.6,281.3,10.0,310.0,15.3,51.1,201.8,10.0,90.1,199.8,571.3,173.7,40.8,522.4,13.1,10.0,395.8,803.0,67.9,178.8,6867.6,5108.5,1278.0,310.8,10.0,0
146.1,54.1,10.0,36.5,367.3,10.0,149.2,10.0,66.2,10.0,16.1,145.9,56.7,211.4,722.8,10.0,10.0,325.7,56.0,75.9,11.9,663.2,76.3,176.9,503.3,114.1,309.7,125.3,113.4,446.4,322.8,158.7,25.8,506.7,10.0,84.7,10.0,1028.9,78.1,174.2,1096.0,584.1,966.8,1205.0,10.0,0
255.1,60.0,10.0,10.0,460.0,10.0,100.3,10.0,289.0,42.1,51.9,54.3,100.0,938.7,621.4,28.5,10.0,152.5,10.0,10.0,48.8,783.8,37.6,212.7,658.1,91.8,147.0,1216.9,104.9,472.7,521.5,156.0,26.7,122.0,294.6,10.0,10.0,401.9,94.8,196.8,5992.5,3964.9,107.3,643.0,10.0,0
304.7,276.1,10.0,28.1,383.2,109.2,157.8,125.8,69.2,22.1,10.0,202.7,84.6,81.4,235.1,23.0,232.0,210.7,10.0,10.0,79.0,1374.9,10.0,539.2,125.1,31.4,128.1,2323.9,104.9,220.3,287.6,150.2,17.1,665.1,10.0,132.2,220.7,527.3,65.9,176.7,7430.4,5072.3,286.8,751.9,10.0,0
335.2,165.1,10.0,127.6,595.2,249.4,78.6,98.6,248.5,11.4,10.0,46.6,212.0,364.9,371.6,10.0,10.0,73.8,85.7,84.2,421.2,155.6,10.0,947.4,69.5,21.3,147.5,37.9,12.6,263.1,64.8,60.5,10.0,372.2,48.7,187.9,10.0,860.0,10.0,97.1,5483.3,3223.5,1078.4,225.8,10.0,0
226.7,654.9,10.0,215.4,344.0,421.3,120.4,25.3,121.1,10.0,10.0,245.7,135.0,116.6,25.6,32.3,10.0,86.7,113.7,31.5,131.8,628.8,10.0,413.0,376.2,10.0,38.8,338.1,69.5,204.3,125.0,170.5,30.2,611.1,10.0,32.4,239.7,1752.7,21.8,80.6,1227.9,785.2,1013.4,735.3,10.0,0
252.3,67.3,10.0,13.3,894.6,51.1,75.1,47.8,87.7,10.0,80.9,10.0,493.1,332.0,668.3,10.0,10.0,371.2,37.3,15.8,51.1,204.8,16.5,207.3,29.3,40.9,177.4,246.6,64.9,338.6,943.4,133.9,13.2,86.3,224.2,10.0,10.0,742.5,28.9,287.3,1887.4,1245.7,658.4,333.0,10.0,0
265.9,675.8,10.0,205.4,348.1,204.4,109.3,11.0,134.2,10.0,15.1,182.2,105.3,130.0,11.1,10.0,10.0,10.0,119.5,60.6,108.4,489.5,10.0,412.0,287.3,10.6,94.9,294.8,82.3,174.6,124.7,161.3,17.9,535.7,10.0,14.0,47.9,1779.4,32.8,80.9,1324.7,872.2,1098.9,726.7,10.0,0
226.0,598.3,10.0,205.7,262.8,891.4,132.7,57.8,115.5,10.0,10.0,113.4,87.5,578.3,10.0,56.0,10.0,26.5,65.3,56.1,162.9,444.0,10.0,456.2,524.7,69.6,208.5,562.7,52.4,86.3,121.8,35.3,10.0,560.6,190.1,10.0,10.0,1657.5,73.8,58.6,1397.9,761.1,2751.3,513.5,10.0,0
100.0,635.1,10.0,241.8,370.6,231.2,83.1,43.6,123.8,10.0,10.0,309.8,109.6,136.4,10.0,10.0,10.0,122.5,128.1,52.6,129.1,637.0,10.0,428.9,305.3,45.4,68.1,391.2,96.0,218.4,116.4,140.1,24.9,651.6,10.0,21.4,10.0,1617.6,57.3,88.9,1387.4,889.2,1048.8,784.8,10.0,0
247.3,188.1,22.4,27.9,176.6,10.0,10.0,183.8,359.6,38.0,47.6,169.6,608.2,241.8,10.0,14.8,10.0,16.1,10.0,281.0,398.4,158.5,10.0,55.8,10.0,454.2,122.0,1621.1,115.5,34.3,78.0,103.4,78.7,119.2,773.4,21.1,10.0,170.9,70.4,41.5,2330.1,1230.1,1376.1,228.3,10.0,0
229.6,85.9,10.0,315.0,957.8,122.8,10.0,214.2,79.8,14.3,41.8,275.4,376.8,224.8,64.1,42.9,39.5,164.4,84.1,98.9,752.9,167.0,10.0,593.6,61.9,52.9,191.0,1180.6,10.0,270.5,209.9,141.6,91.8,233.7,275.0,10.0,65.8,206.2,10.0,131.3,721.7,386.1,1941.4,399.8,10.0,0
233.0,24.4,22.7,56.4,1653.0,513.2,10.0,106.8,211.0,15.6,141.3,10.0,629.6,291.4,51.7,25.6,11.1,54.5,92.7,133.5,89.7,164.5,10.0,232.8,10.0,177.5,147.5,10.0,10.0,310.1,275.4,161.6,52.8,189.1,622.0,12.4,218.1,394.2,23.4,292.2,3337.0,2248.7,861.7,395.1,88.2,0
212.5,86.7,25.8,341.0,1027.8,393.2,11.3,254.8,77.6,10.0,17.7,355.8,403.2,292.5,192.1,80.3,10.0,201.3,96.1,114.1,785.2,200.3,10.0,656.7,64.8,62.1,223.5,1465.3,10.0,264.4,255.7,120.9,73.5,285.1,300.9,10.0,10.0,256.3,15.0,113.4,904.5,502.3,1961.8,453.3,10.0,0
194.9,67.5,45.7,66.1,592.5,581.6,10.0,219.0,126.9,10.0,55.1,31.4,778.0,383.2,105.4,38.9,10.0,10.0,10.0,22.9,736.8,112.5,14.0,381.0,10.0,68.6,166.4,10.0,10.0,41.6,387.3,139.5,36.2,92.8,369.9,10.0,10.0,363.2,64.0,48.2,3620.7,2169.7,1972.5,315.9,78.7,0
175.1,85.5,61.0,28.2,734.0,228.6,21.3,326.9,103.6,10.0,96.3,10.0,817.2,296.4,10.0,37.3,10.0,10.0,10.0,47.9,658.8,134.7,10.0,302.5,10.0,103.0,162.2,54.5,66.4,101.2,390.8,53.3,45.2,156.7,309.3,156.0,10.0,381.6,10.0,56.3,2938.8,1978.8,1439.1,349.9,36.6,0
284.1,40.0,10.0,34.4,1054.5,10.0,124.7,10.0,46.3,10.0,28.6,58.0,45.2,47.0,412.5,33.0,10.0,348.0,33.7,10.0,41.4,268.5,10.0,130.6,240.2,10.0,104.4,118.4,10.0,498.3,301.9,111.0,35.1,327.5,10.0,10.0,10.0,469.2,10.0,300.7,1899.9,1397.9,1196.9,578.6,19.8,0
227.9,114.0,10.0,365.6,277.4,721.7,34.6,10.0,10.0,19.2,218.6,68.9,194.3,10.0,85.1,91.5,10.0,52.0,119.2,10.0,389.8,180.3,10.0,213.1,10.0,24.9,256.6,70.6,74.9,10.0,52.5,175.4,24.1,210.3,10.0,194.6,10.0,1252.9,10.0,164.0,699.3,235.8,603.2,128.5,10.0,0
10.0,172.5,10.0,64.5,264.6,10.0,10.0,172.4,356.2,10.0,103.0,203.4,269.1,746.9,76.2,35.4,10.0,67.7,17.7,317.3,386.9,116.0,21.0,48.0,10.0,232.6,75.1,28.4,87.7,88.6,183.9,123.9,51.1,104.7,473.9,10.0,172.9,206.4,10.0,160.5,2130.3,1115.5,1240.0,147.9,10.0,0
391.0,16.8,297.3,61.5,617.5,354.6,106.0,65.7,80.1,10.0,84.4,10.0,15.4,1948.2,371.6,47.7,10.0,170.6,10.8,10.0,308.8,189.1,10.0,344.2,101.5,23.3,145.0,263.6,10.0,367.1,629.2,10.0,10.0,244.7,164.9,92.8,509.5,289.0,10.0,120.4,564.0,266.5,2096.0,1120.0,10.0,0
444.5,211.1,1353.4,43.0,114.1,52.4,126.0,10.0,22.4,10.0,10.0,17.5,755.5,53.0,357.9,58.7,10.0,103.0,10.0,10.0,1193.2,422.4,10.0,172.4,3100.7,10.0,10.0,10.0,34.0,969.2,292.5,10.0,31.5,10.0,10.0,10.0,362.1,475.2,10.0,94.9,593.5,312.1,178.9,759.6,10.0,0
416.2,256.2,1289.3,25.2,92.2,211.5,150.1,16.6,45.2,10.0,40.9,58.3,815.9,99.9,276.8,106.0,10.0,214.0,10.0,10.0,1071.2,346.8,10.0,269.7,2560.5,10.0,16.0,10.0,60.2,860.0,327.8,125.4,10.0,11.9,10.0,10.0,10.0,539.7,10.0,57.7,765.1,480.2,320.2,755.6,10.0,0
250.3,266.2,800.0,17.3,130.2,23.2,114.8,10.0,32.0,10.0,14.5,23.3,813.0,24.2,118.2,25.4,10.0,60.4,10.0,10.0,749.3,340.9,10.0,143.4,1910.8,10.0,73.4,10.0,10.0,1158.9,474.9,135.5,33.2,10.0,10.0,26.8,10.0,410.6,10.0,84.2,526.0,286.3,112.0,902.7,10.0,0
251.2,249.5,10.0,58.9,544.6,400.4,201.0,78.4,185.5,10.0,144.4,34.7,212.8,90.1,175.9,102.2,10.0,46.6,22.8,55.3,850.6,224.3,121.0,583.5,324.6,128.5,149.7,10.0,10.0,113.7,139.3,10.0,33.1,159.7,221.6,88.7,104.5,444.5,10.0,69.4,16000.0,11465.0,1210.2,226.4,41.3,0
435.7,221.3,10.0,164.6,1092.2,1129.7,98.9,37.8,187.5,10.0,63.9,117.9,622.2,148.1,375.5,239.0,10.0,221.2,190.1,81.1,49.1,162.7,353.3,525.8,10.0,76.3,161.1,64.4,57.7,169.6,87.5,10.0,67.9,488.4,10.0,25.8,323.3,1082.9,18.4,139.9,1964.1,991.1,505.5,124.4,10.0,0
277.0,54.7,10.0,57.5,1041.4,75.7,65.9,17.7,47.3,10.0,121.5,338.0,26.9,10.0,464.9,23.1,10.0,254.0,71.8,15.3,10.0,626.4,10.0,653.2,2368.1,40.7,146.0,68.5,58.2,334.9,115.5,10.0,14.5,298.3,44.8,90.3,429.5,466.9,10.0,278.5,4112.2,2383.7,787.0,1188.0,10.0,0
415.5,122.7,10.0,32.2,1125.8,10.0,10.0,109.1,61.0,24.5,10.0,191.9,75.6,10.0,166.5,30.6,10.0,121.4,68.1,89.9,31.0,403.8,10.0,345.5,1478.9,132.5,83.3,290.0,23.5,441.6,204.2,10.0,37.6,307.4,92.9,88.4,50.0,364.7,31.9,231.4,3287.1,1777.4,420.5,1043.5,10.0,0
13.8,87.8,10.0,144.1,735.7,874.6,10.0,134.0,111.9,10.0,141.0,182.1,78.6,15.9,230.5,38.2,109.1,290.5,90.6,42.6,420.7,471.4,10.0,348.0,593.4,22.3,130.2,433.8,27.1,284.7,10.0,10.0,17.0,10.0,10.0,70.3,454.5,1040.9,10.0,91.9,12259.0,5695.0,640.0,182.0,10.0,0
145.8,732.4,137.7,102.8,482.8,639.1,10.0,357.4,253.4,126.0,468.8,17.4,232.1,544.5,70.7,10.0,10.0,10.0,18.5,259.8,560.6,53.4,10.0,138.7,10.0,174.3,214.6,10.0,10.0,44.9,10.0,143.4,75.1,22.1,40.4,10.0,85.7,501.3,27.8,34.0,1350.0,238.4,1192.3,88.8,10.0,0
219.3,213.5,10.0,28.4,645.4,405.1,114.0,24.6,200.6,25.6,10.0,68.1,286.7,737.4,215.1,129.7,10.0,70.9,21.4,81.6,158.2,114.0,64.0,251.9,840.9,109.4,184.3,1470.6,73.3,93.1,27.8,10.0,43.3,10.0,45.6,10.0,122.5,775.0,10.0,151.5,5711.9,2629.6,1152.4,133.8,10.0,0
218.4,34.8,10.0,127.3,158.7,37.6,11.1,75.3,70.5,10.0,141.4,100.3,55.6,488.7,10.0,75.9,10.0,246.1,98.6,68.9,92.2,152.9,10.0,493.3,10.0,74.6,322.1,1936.8,20.2,60.3,20.9,153.4,10.0,281.2,39.8,101.3,10.0,1103.6,71.6,174.6,2514.0,1234.6,976.5,203.2,162.5,0
235.9,1107.3,35.5,31.6,10.0,484.8,14.5,76.7,222.8,10.0,32.6,117.9,421.0,97.2,47.2,37.1,10.0,178.2,10.0,191.3,466.4,318.5,10.0,10.0,10.0,17.9,78.8,10.0,10.0,10.0,10.0,57.4,10.0,193.8,20.2,52.6,362.7,2186.6,10.0,51.6,196.5,83.4,663.0,43.8,10.0,0
15.8,285.4,53.9,294.5,954.0,674.5,10.0,134.9,101.1,10.0,51.4,152.8,10.0,152.9,10.0,10.0,10.0,119.3,55.7,32.8,152.2,285.5,10.0,359.9,10.0,10.0,290.5,10.0,45.8,10.0,10.0,127.5,10.0,306.7,10.0,10.0,295.9,1002.9,29.8,328.0,113.5,10.0,1508.1,279.3,5936.8,0
225.8,700.8,16.6,363.1,1365.4,1204.0,10.0,124.0,38.3,10.0,10.0,144.0,22.8,86.4,51.7,19.0,107.4,135.8,133.8,72.2,242.2,192.2,10.0,361.5,10.0,10.0,132.2,10.0,85.9,18.2,10.0,214.8,10.0,418.8,10.0,10.7,60.7,1337.6,10.0,398.7,10.0,10.0,1497.6,254.2,4773.1,0
373.4,30.7,41.6,344.5,1711.7,244.1,10.0,28.8,179.3,10.0,84.1,288.8,426.9,800.2,159.3,818.8,95.2,330.8,72.1,89.8,174.5,148.6,1065.0,462.4,10.0,10.0,31.1,319.7,37.6,253.0,123.6,14.1,10.0,10.0,10.0,84.4,134.2,948.7,10.0,156.6,538.9,287.7,43.3,137.4,10.0,0
419.8,15.0,42.2,30.9,203.3,10.0,141.1,32.9,63.4,10.0,10.0,12.7,266.2,142.3,162.5,498.6,10.0,106.7,63.8,48.2,1897.9,243.7,10.0,295.4,161.8,18.2,172.4,10.0,44.6,139.6,177.0,34.5,16.4,10.0,10.0,10.0,10.0,3511.3,23.5,77.1,431.5,168.9,953.0,482.2,19.5,0
63.8,81.1,10.0,124.3,1378.0,10.0,10.0,91.6,246.0,10.0,90.5,100.8,1009.5,166.3,10.0,119.6,10.0,79.2,92.2,81.9,203.0,45.8,10.0,337.3,39.5,93.3,10.0,10.0,113.1,206.8,206.1,161.6,139.0,131.9,10.0,10.0,10.0,404.9,10.0,40.7,6297.6,3947.6,885.9,265.5,10.0,0
283.5,39.6,10.0,31.4,947.9,10.0,38.3,56.3,68.0,23.7,111.3,22.0,40.7,153.7,173.3,14.5,10.0,53.5,10.0,10.0,139.4,445.3,10.0,348.0,10.0,56.3,32.6,418.0,102.3,220.3,10.0,98.0,32.8,10.0,25.8,102.7,10.0,628.9,10.0,225.0,3192.7,1951.0,1446.2,200.1,10.0,0
574.5,30.5,10.0,20.9,831.0,126.4,141.0,181.4,72.4,10.0,60.5,56.3,52.9,227.4,434.9,22.4,10.0,141.5,10.0,75.5,151.9,399.0,10.0,480.0,10.0,52.4,36.8,747.3,19.3,120.7,10.0,171.8,57.7,10.0,10.0,10.0,10.0,741.0,10.0,311.3,5309.6,3272.7,1995.2,196.1,10.0,0
145.1,397.7,10.0,15.8,129.5,199.3,15.7,149.5,39.9,303.0,10.0,89.9,42.1,284.3,58.2,15.0,10.0,281.8,10.0,28.2,117.0,233.4,10.0,403.4,90.7,10.0,59.0,10.0,395.6,115.3,54.4,158.0,103.7,85.4,10.0,193.2,10.0,1644.8,63.5,98.9,6058.1,4088.4,597.4,146.5,10.0,0
200.1,393.4,10.0,41.5,124.3,824.9,35.6,49.0,24.1,405.4,10.0,22.4,54.9,309.8,158.2,70.3,10.0,348.4,10.0,142.7,125.4,284.1,10.0,503.8,109.8,41.9,83.5,10.0,349.5,85.3,27.9,10.0,70.1,95.7,10.0,89.1,10.0,1619.9,10.0,75.4,9478.8,6964.7,737.8,131.4,10.0,0
335.1,47.0,10.0,65.1,976.3,1892.0,41.8,10.0,124.4,10.3,39.8,113.1,375.9,126.1,10.0,284.6,10.0,47.3,279.3,132.9,219.8,68.9,66.8,450.1,10.0,41.2,186.2,10.0,14.1,186.7,309.0,169.1,94.7,253.7,28.1,10.0,10.0,1259.1,87.7,97.1,3099.8,1715.5,1205.0,203.1,10.0,0
269.0,48.2,26.2,161.5,1098.0,774.8,14.0,100.4,322.1,10.0,124.8,22.8,522.5,313.1,237.0,10.0,10.0,263.2,42.0,36.9,413.5,191.6,23.0,110.3,10.0,27.7,123.9,1563.2,82.4,225.7,71.7,142.6,86.6,120.3,138.8,15.2,10.0,395.1,10.0,375.1,2802.4,1382.0,645.3,245.7,526.4,0
10.0,80.4,23.6,58.1,430.3,160.9,32.3,147.8,231.1,21.4,64.8,96.9,34.1,205.2,246.5,21.0,69.7,229.5,10.0,142.4,41.8,316.2,10.0,52.8,68.7,78.5,83.9,74.1,34.2,98.6,49.9,143.0,10.0,172.3,10.0,44.1,10.0,359.9,10.0,634.1,6970.0,3910.9,2171.4,812.4,10.0,0
10.0,174.3,10.0,44.6,367.6,281.4,10.0,211.5,185.9,10.0,217.1,138.1,28.0,52.4,181.5,21.9,10.0,10.0,10.0,211.5,47.8,401.0,10.0,78.2,62.6,10.0,44.2,63.0,10.0,69.2,22.4,10.0,19.1,135.0,10.0,28.6,10.0,422.4,37.8,446.0,5337.8,2301.2,3104.5,706.1,10.0,0
341.7,343.3,10.0,42.0,250.9,10.0,18.5,63.0,25.5,10.0,10.0,61.1,33.5,255.5,10.0,10.0,10.0,244.5,71.6,48.9,121.5,305.8,10.0,528.2,38.9,46.0,27.7,10.0,10.0,125.8,94.5,148.1,12.2,405.9,10.0,125.5,10.0,1131.9,104.9,305.4,2471.7,1644.1,1879.4,526.2,10.0,0
190.8,20.1,514.7,61.1,64.5,10.0,170.0,10.0,179.1,10.0,61.0,24.3,71.2,1259.1,366.2,15.2,10.0,10.0,10.0,10.0,34.6,69.4,10.0,245.4,22.0,10.0,344.2,1650.9,96.8,263.1,482.5,204.8,24.4,253.3,10.0,11.1,10.0,69.3,53.2,115.8,5058.3,3055.0,1697.0,1218.5,93.4,0
417.9,143.7,10.0,19.9,239.0,10.0,26.1,114.3,21.3,153.0,65.9,53.1,31.1,168.6,329.6,18.4,53.9,321.0,40.9,11.8,32.5,466.8,10.0,513.2,10.0,26.4,62.9,10.0,62.2,40.1,13.2,148.5,10.0,383.2,10.0,19.1,10.0,1282.2,35.3,319.5,1964.1,1213.0,717.0,251.0,1000.4,0
10.0,39.8,10.0,51.0,366.0,210.3,54.1,262.9,220.6,10.0,228.0,10.0,235.1,282.5,371.1,47.6,10.0,12.8,34.3,77.1,221.3,260.2,10.0,209.6,390.8,29.5,109.4,243.6,45.1,265.3,225.6,134.3,15.6,30.2,351.0,10.0,291.4,148.3,19.9,212.8,6100.8,2674.8,1476.1,534.7,108.6,0
144.9,17.8,10.0,30.8,375.8,10.0,101.8,10.0,281.8,10.0,10.0,152.8,49.4,323.2,292.3,49.4,10.0,208.7,15.3,67.0,10.0,1600.1,13.7,279.2,411.0,32.8,65.1,2221.7,16.9,374.0,552.8,10.0,20.8,156.6,10.0,10.0,10.0,631.3,10.0,83.7,1365.7,902.3,205.2,2449.7,10.0,0
10.0,32.8,10.0,33.4,604.3,780.5,10.0,39.6,438.8,10.0,112.5,10.0,1311.7,10.0,418.9,256.5,10.0,90.0,52.1,10.0,2142.4,145.6,114.5,393.5,30.8,101.2,145.8,10.0,10.0,204.9,497.9,89.0,50.9,10.0,10.0,10.0,10.0,159.2,10.0,114.8,1934.5,533.2,815.6,291.9,10.0,0
310.4,96.3,10.0,106.1,503.1,170.4,90.0,87.0,94.6,10.0,110.4,101.8,162.6,384.4,353.1,46.9,10.0,73.4,20.5,98.5,177.7,321.5,10.0,616.1,1276.8,21.4,49.8,10.0,91.0,102.5,42.5,106.5,29.9,13.4,45.0,10.0,10.0,676.2,84.2,72.9,6600.2,4073.1,1882.3,554.8,10.0,0
276.0,29.5,10.0,39.5,468.6,183.7,61.5,19.7,55.2,13.4,151.6,261.0,32.4,404.8,1079.7,10.0,10.0,411.8,46.9,10.0,62.8,1023.1,10.0,201.6,269.4,28.1,332.1,24.7,10.8,258.4,915.9,126.4,10.0,10.0,10.0,10.0,10.0,718.3,26.1,483.5,2277.9,1039.4,500.2,2758.4,10.0,0
265.4,74.5,10.0,23.5,732.9,10.0,168.1,10.0,448.7,10.7,170.7,142.0,17.7,331.8,837.2,43.4,10.0,333.1,69.8,10.0,10.0,1571.5,10.0,268.6,15.6,83.4,174.6,643.2,17.3,591.6,34.4,194.3,53.9,90.7,30.6,79.9,10.0,496.9,76.8,230.2,2419.4,1416.9,577.8,994.6,10.0,0
158.6,195.0,10.0,53.4,256.8,10.0,182.1,10.0,77.4,526.2,55.2,54.7,87.4,58.1,14.2,32.3,134.7,81.0,10.0,50.0,44.1,142.5,10.0,120.2,418.0,42.5,161.6,10.0,234.8,442.0,25.3,145.6,102.6,10.0,10.0,92.6,10.0,445.8,10.0,400.3,525.9,235.4,1001.7,545.0,10.0,0
111.9,211.6,10.0,65.7,255.3,250.5,14.4,10.0,82.4,942.0,147.9,56.6,168.4,215.7,127.4,40.6,829.2,230.2,27.9,10.0,128.0,121.8,10.0,176.8,620.4,10.0,78.5,10.0,316.0,248.4,22.3,10.0,88.7,10.0,10.0,10.0,10.0,362.6,10.0,639.4,1261.7,859.7,951.6,533.7,10.0,0
252.5,69.1,10.0,43.2,790.4,10.0,12.7,56.3,230.0,10.0,60.3,10.0,111.0,248.4,192.5,39.1,10.0,125.9,144.7,92.8,101.4,148.0,56.5,312.6,49.2,91.6,23.7,787.9,92.4,58.4,17.8,139.7,10.0,200.5,10.0,10.0,10.0,2259.0,45.5,151.3,4252.4,2193.9,647.9,216.4,10.0,0
328.9,167.1,10.0,36.9,802.0,370.9,10.0,56.3,166.2,29.7,17.2,114.6,67.9,275.6,240.8,10.0,10.0,328.3,93.7,158.3,90.2,238.4,10.0,599.2,37.5,54.2,10.0,990.6,31.0,41.0,10.0,10.0,10.0,227.0,10.0,14.4,10.0,2581.2,10.0,142.4,4136.4,2212.3,440.2,152.9,10.0,0
